region,country,reportyear,population,total_actual_dd,actual_dbd,actual_dcd,total_utilized_dd,utilized_dbd,utilized_dcd,dd_kidney_tx,ld_kidney_tx,total_kidney_tx,dd_liver_tx,domino_liver_tx,ld_liver_tx,total_liver_tx,total_heart,dd_lung_tx,ld_lung_tx,total_lung_tx,pancreas_tx,kidney_pancreas_tx,small_bowel_tx
Europe,Bosnia and Herzegovina,2011,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Belgium,2011,10.8,331,267,64,NA,NA,NA,474,40,514,262,2,35,299,51,111,NA,111,14,11,NA
Europe,Bulgaria,2011,7.4,4,4,0,NA,NA,NA,8,9,17,3,0,3,6,0,0,0,0,0,0,0
Western Pacific,Brunei Darussalam,2011,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Brazil,2011,196.7,2207,2207,0,NA,NA,NA,3314,1643,4957,1392,0,104,1496,160,47,1,48,184,130,0
South-East Asia,Bhutan,2011,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Europe,Belarus,2011,9.6,96,96,0,NA,NA,NA,169,6,175,41,0,2,43,21,0,0,0,2,2,0
America,Canada,2011,34.3,531,466,65,NA,NA,67,803,433,1236,487,0,NA,487,157,180,1,181,108,56,2
Europe,Switzerland,2011,7.7,100,97,3,NA,NA,NA,181,101,282,100,0,9,109,54,54,0,54,28,14,1
Western Pacific,China,2011,1347.6,NA,NA,NA,NA,NA,NA,4577,963,5540,2082,NA,62,2144,147,NA,NA,33,NA,NA,NA
America,Colombia,2011,46.9,392,392,0,NA,NA,NA,727,71,798,184,0,7,191,82,4,0,4,6,4,3
America,Costa Rica,2011,4.7,24,NA,NA,NA,NA,NA,29,119,148,8,NA,6,14,6,NA,NA,NA,NA,NA,NA
Europe,Montenegro,2011,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Denmark,2011,5.6,73,73,0,NA,NA,NA,135,100,235,51,0,0,51,29,30,0,30,0,0,0
America,Dominican Republic,2011,10.1,17,17,0,NA,NA,NA,22,23,45,9,0,0,9,0,0,0,0,0,0,0
America,Ecuador,2011,14.7,31,31,0,NA,NA,NA,52,30,82,15,0,0,15,2,0,0,0,0,0,0
Europe,Spain,2011,46.5,1667,1550,117,NA,NA,NA,2186,312,2498,1103,6,28,1137,237,230,0,230,111,92,9
Europe,Finland,2011,5.4,93,93,0,NA,NA,NA,164,13,177,56,0,0,56,18,23,0,23,1,1,0
Western Pacific,Fiji,2011,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Europe,Georgia,2011,4.3,0,0,0,NA,NA,NA,0,17,17,0,0,0,0,0,0,0,0,0,0,0
Europe,Greece,2011,11.4,79,NA,NA,NA,NA,NA,139,46,185,42,NA,NA,42,6,NA,NA,NA,1,1,NA
America,Guatemala,2011,14.8,8,8,0,NA,NA,NA,16,86,102,0,0,0,0,0,0,0,0,0,0,0
America,Honduras,2011,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Croatia,2011,4.4,148,148,0,NA,NA,NA,228,9,237,121,NA,3,124,38,NA,NA,NA,12,10,NA
South-East Asia,Indonesia,2011,242.3,0,0,0,NA,NA,NA,0,494,494,0,NA,2,2,0,NA,NA,NA,NA,0,0
Europe,Ireland,2011,4.5,93,92,1,NA,NA,NA,165,27,192,61,0,0,61,6,8,0,8,8,7,NA
Eastern Mediterranean,Iran (Islamic Republic of),2011,74.8,430,430,0,430,430,0,771,1502,2273,301,NA,43,344,82,18,0,18,24,12,6
Europe,Iceland,2011,0.3,2,2,0,NA,NA,NA,0,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Italy,2011,60.8,1325,1319,6,NA,NA,NA,1540,211,1751,1019,0,15,1034,278,120,0,120,58,41,4
Eastern Mediterranean,Jordan,2011,6.3,0,0,0,NA,NA,NA,0,190,190,0,NA,20,20,0,NA,NA,0,NA,0,NA
Africa,Kenya,2011,41.6,0,0,0,0,0,0,0,45,45,0,0,0,0,0,0,0,0,0,0,0
Western Pacific,Republic of Korea,2011,48.4,268,264,4,NA,NA,NA,491,796,1287,232,NA,824,1056,71,NA,NA,16,25,13,1
Eastern Mediterranean,Kuwait,2011,2.8,9,9,NA,9,9,0,16,53,69,0,0,0,0,0,0,0,0,0,0,0
Europe,Kazakhstan,2011,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Lao People's Democratic Republic,2011,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Lebanon,2011,4.3,10,10,0,8,8,0,15,65,80,1,0,0,1,6,0,0,0,0,0,0
Eastern Mediterranean,Libyan Arab Jamahiriya,2011,6.4,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Republic of Moldova,2011,3.5,0,0,0,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Africa,Mali,2011,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South-East Asia,Maldives,2011,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Africa,Nigeria,2011,162.5,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0
America,Nicaragua,2011,5.9,NA,NA,NA,NA,NA,NA,0,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Netherlands,2011,16.7,227,110,117,NA,NA,NA,420,440,860,125,2,8,135,44,68,0,68,30,20,1
Europe,Norway,2011,4.9,127,127,0,NA,NA,NA,229,73,302,89,0,0,89,30,28,0,28,20,10,NA
Western Pacific,New Zealand,2011,4.4,35,33,2,NA,NA,NA,61,57,118,22,NA,8,30,12,13,0,13,3,3,NA
Western Pacific,Philippines,2011,94.9,43,43,0,43,43,0,86,299,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Poland,2011,38.3,553,553,0,NA,NA,NA,1035,40,1075,282,0,18,300,80,15,0,15,34,33,0
Europe,Portugal,2011,10.7,301,301,0,NA,NA,NA,483,47,530,193,26,0,219,46,18,0,18,25,25,0
America,Paraguay,2011,6.6,0,0,0,NA,NA,NA,0,14,14,0,0,0,0,0,0,0,0,0,0,0
Europe,Romania,2011,21.4,77,74,3,NA,NA,NA,144,75,219,57,0,8,65,7,0,0,0,0,0,0
Europe,Serbia,2011,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Saudi Arabia,2011,28.1,73,73,0,73,73,0,122,431,553,49,NA,115,164,19,11,0,11,1,0,0
Eastern Mediterranean,Sudan,2011,44.6,0,0,0,0,0,0,0,119,119,0,0,0,0,0,0,0,0,0,0,0
Western Pacific,Singapore,2011,5.2,20,18,2,20,18,2,36,31,67,16,0,3,19,2,0,0,0,0,0,0
Europe,Slovenia,2011,2,31,31,0,NA,NA,NA,46,0,46,20,0,0,20,14,0,0,0,1,1,0
Europe,Slovakia,2011,5.5,69,69,0,NA,NA,NA,116,13,129,25,0,0,25,19,0,0,0,0,0,0
Africa,Senegal,2011,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,El Salvador,2011,6.2,0,0,0,NA,NA,NA,0,44,44,0,0,0,0,0,0,0,0,0,0,0
Europe,Turkey,2011,73.6,311,311,0,NA,NA,NA,521,2421,2942,281,NA,623,904,93,5,NA,5,26,NA,1
America,United States of America,2011,313.1,8126,7069,1057,NA,NA,NA,11838,5772,17610,6084,11,247,6342,2349,1848,1,1850,1082,795,129
America,Uruguay,2011,3.4,68,68,0,NA,NA,NA,128,4,132,24,0,0,24,8,1,0,1,5,5,0
Europe,Uzbekistan,2011,27.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Africa,South Africa,2011,50.5,77,77,0,77,77,0,154,119,273,30,NA,NA,30,28,4,NA,4,11,8,0
Europe,Albania,2012,3.2,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0
Europe,Armenia,2012,3.1,0,0,0,NA,NA,NA,0,9,9,0,0,0,0,0,0,0,0,0,0,0
America,Argentina,2012,41.1,630,630,0,NA,NA,NA,901,283,1184,357,0,26,383,111,32,0,32,68,63,5
Europe,Austria,2012,8.4,198,194,4,NA,NA,NA,360,63,423,126,0,0,126,62,124,0,124,14,12,0
Western Pacific,Australia,2012,22.9,354,277,77,NA,NA,NA,606,237,843,227,0,4,231,76,148,0,148,38,38,1
Europe,Azerbaijan,2012,9.4,0,0,0,0,0,0,0,45,45,0,0,16,16,0,0,0,0,0,0,0
Europe,Bosnia and Herzegovina,2012,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Belgium,2012,10.8,326,255,71,NA,NA,NA,480,57,537,250,2,30,282,77,129,0,129,13,10,NA
Europe,Bulgaria,2012,7.4,2,2,0,NA,NA,NA,4,9,13,2,0,2,4,2,0,0,0,0,0,0
Western Pacific,Brunei Darussalam,2012,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Brazil,2012,198.4,2451,2451,0,NA,NA,NA,4051,1336,5387,1470,NA,106,1576,227,81,0,81,151,122,0
South-East Asia,Bhutan,2012,0.8,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
Europe,Belarus,2012,9.5,106,106,0,NA,NA,NA,174,27,201,50,0,2,52,21,0,0,NA,0,0,NA
America,Canada,2012,34.7,542,460,82,NA,NA,NA,850,471,1321,410,NA,78,488,172,194,0,194,72,44,0
Europe,Switzerland,2012,7.7,96,89,7,NA,NA,NA,155,96,251,95,0,5,100,35,52,0,52,29,15,1
Western Pacific,China,2012,1353.6,NA,NA,NA,NA,NA,NA,4577,963,5540,2082,NA,62,2144,147,NA,NA,33,NA,NA,NA
America,Colombia,2012,47.6,373,373,0,NA,NA,NA,693,89,782,211,0,5,216,101,13,0,13,5,5,5
America,Costa Rica,2012,4.8,15,15,0,NA,NA,NA,24,111,135,7,0,2,9,0,NA,0,0,0,0,0
Europe,Montenegro,2012,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Denmark,2012,5.6,76,76,0,NA,NA,NA,137,77,214,48,0,NA,48,26,30,0,30,0,0,0
America,Dominican Republic,2012,10.2,17,17,0,NA,NA,NA,21,25,46,6,0,0,6,2,NA,0,0,0,0,0
America,Ecuador,2012,14.9,54,54,0,NA,NA,NA,89,25,114,13,0,0,13,0,NA,0,0,1,1,0
Europe,Spain,2012,46.8,1643,1482,161,NA,NA,NA,2190,361,2551,1048,8,28,1084,247,238,0,238,83,56,8
Europe,Finland,2012,5.4,108,108,0,NA,NA,NA,188,11,199,52,0,0,52,23,27,0,27,8,8,2
Western Pacific,Fiji,2012,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Europe,Georgia,2012,4.3,0,0,0,NA,NA,NA,0,15,15,0,0,0,0,0,0,0,0,0,0,NA
Europe,Greece,2012,11.4,77,77,0,NA,NA,NA,130,41,171,47,0,0,47,18,0,0,0,0,0,0
America,Guatemala,2012,15.1,5,5,0,NA,NA,NA,8,84,92,0,0,0,0,0,NA,0,0,0,0,0
America,Honduras,2012,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Croatia,2012,4.4,153,153,0,NA,NA,NA,222,9,231,124,0,4,128,44,0,0,0,8,8,0
South-East Asia,Indonesia,2012,244.8,0,0,0,NA,NA,NA,0,494,494,0,NA,2,2,0,NA,NA,NA,NA,0,0
Europe,Ireland,2012,4.6,78,75,3,NA,NA,NA,131,32,163,50,0,0,50,10,14,0,14,1,1,NA
Eastern Mediterranean,Iran (Islamic Republic of),2012,75.6,528,528,0,528,528,0,914,1506,2420,450,0,34,484,77,13,0,13,33,17,11
Europe,Iceland,2012,0.3,3,3,0,NA,NA,NA,0,6,6,0,0,0,0,0,0,0,NA,0,0,0
Europe,Italy,2012,61,1337,1332,5,NA,NA,NA,1593,193,1786,986,0,15,1001,231,114,0,114,67,53,0
Eastern Mediterranean,Jordan,2012,6.5,0,0,0,NA,NA,NA,0,190,190,0,NA,20,20,0,NA,NA,0,NA,0,NA
Africa,Kenya,2012,42.7,0,0,0,0,0,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0
Western Pacific,Republic of Korea,2012,48.6,459,458,1,409,408,1,768,1015,1783,363,0,897,1260,107,37,0,37,34,20,0
Eastern Mediterranean,Kuwait,2012,2.9,18,18,NA,18,18,NA,30,40,70,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA
Europe,Kazakhstan,2012,16.4,4,4,0,4,4,0,5,145,150,3,0,12,15,2,0,0,0,1,0,0
Western Pacific,Lao People's Democratic Republic,2012,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Lebanon,2012,4.3,10,10,0,6,6,0,12,NA,NA,0,0,0,0,6,0,0,0,0,0,0
Eastern Mediterranean,Libyan Arab Jamahiriya,2012,6.5,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Republic of Moldova,2012,3.5,0,0,0,NA,NA,NA,0,4,4,0,0,0,0,0,0,0,0,0,0,0
Africa,Mali,2012,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South-East Asia,Maldives,2012,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Africa,Nigeria,2012,166.6,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0
America,Nicaragua,2012,6,0,NA,0,0,0,0,0,11,11,0,0,0,0,0,NA,0,0,0,0,0
Europe,Netherlands,2012,16.7,256,128,128,NA,NA,NA,476,485,961,141,1,4,146,37,80,0,80,28,25,NA
Europe,Norway,2012,5,117,117,0,NA,NA,NA,218,81,299,100,0,0,100,32,28,0,28,28,11,0
Western Pacific,New Zealand,2012,4.5,38,38,0,NA,NA,NA,54,54,108,32,0,3,35,12,12,0,12,3,3,0
Western Pacific,Philippines,2012,96.5,43,43,0,43,43,0,86,299,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Poland,2012,38.3,615,615,0,NA,NA,NA,1094,51,1145,314,0,14,328,79,16,0,16,43,34,0
Europe,Portugal,2012,10.7,252,252,0,NA,NA,NA,382,47,429,130,10,0,140,30,14,0,14,20,17,0
America,Paraguay,2012,6.7,50,50,0,NA,NA,NA,33,14,47,0,0,0,0,3,0,0,0,0,0,0
Europe,Romania,2012,21.4,65,64,1,NA,NA,NA,124,53,177,55,0,20,75,2,0,0,0,0,0,0
Europe,Serbia,2012,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Saudi Arabia,2012,28.7,83,83,0,80,80,0,118,506,624,50,0,96,146,22,14,0,14,0,0,0
Eastern Mediterranean,Sudan,2012,35,0,0,0,0,0,0,0,165,165,0,0,0,0,0,0,0,0,0,0,0
Western Pacific,Singapore,2012,5.3,15,15,0,15,15,0,23,24,47,11,NA,11,22,2,1,NA,1,1,1,NA
Europe,Slovenia,2012,2,47,47,0,NA,NA,NA,62,0,62,27,0,0,27,28,0,0,0,0,0,0
Europe,Slovakia,2012,5.5,71,71,0,NA,NA,NA,130,3,133,29,0,0,29,20,0,0,0,0,0,0
Africa,Senegal,2012,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
America,El Salvador,2012,6.3,0,0,0,NA,NA,NA,0,44,44,0,0,0,0,0,0,0,0,0,0,0
Europe,Turkey,2012,74.5,345,NA,NA,NA,NA,NA,524,2381,2905,264,1,736,1001,61,25,0,25,6,NA,5
America,United States of America,2012,315.8,8143,7036,1107,NA,NA,NA,11669,5617,17286,6010,10,236,6256,2407,1782,1,1783,1043,801,106
America,Uruguay,2012,3.4,54,54,0,NA,NA,NA,96,3,99,17,0,0,17,7,6,0,6,5,5,1
Europe,Uzbekistan,2012,28.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Africa,South Africa,2012,50.7,104,102,2,104,102,2,205,123,328,35,0,0,35,24,8,0,8,8,8,0
Europe,Albania,2013,3.2,NA,NA,NA,NA,NA,NA,NA,9,9,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA
Europe,Armenia,2013,3,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0
America,Argentina,2013,41.4,568,568,0,516,516,0,874,400,1274,323,0,29,352,100,36,0,36,76,74,6
Europe,Austria,2013,8.5,208,203,5,187,184,3,347,74,421,130,0,2,132,64,128,0,128,19,16,0
Western Pacific,Australia,2013,23.3,391,305,86,362,285,77,630,251,881,248,1,1,250,79,169,0,169,33,33,0
Europe,Azerbaijan,2013,9.4,0,0,0,0,0,0,0,66,66,NA,NA,21,21,0,0,0,0,0,0,0
Europe,Bosnia and Herzegovina,2013,3.8,1,1,0,1,1,0,2,13,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Belgium,2013,11.1,324,246,78,306,241,65,437,63,500,250,0,42,292,75,101,0,101,8,6,0
Europe,Bulgaria,2013,7.2,21,21,0,10,10,0,17,11,28,7,0,0,7,4,NA,NA,NA,NA,NA,NA
Western Pacific,Brunei Darussalam,2013,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Brazil,2013,200.4,2541,2541,0,2418,2418,0,4226,1183,5409,1595,NA,131,1726,268,130,4,134,163,121,1
South-East Asia,Bhutan,2013,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Europe,Belarus,2013,9.4,170,170,0,165,165,0,286,24,310,62,0,4,66,40,0,0,0,3,3,0
America,Canada,2013,35.2,552,NA,NA,552,NA,66,NA,NA,1342,NA,NA,NA,499,208,NA,NA,314,77,NA,0
Europe,Switzerland,2013,8.1,110,98,12,103,91,12,169,109,278,105,1,4,109,33,45,0,45,29,16,1
Western Pacific,China,2013,1385.6,NA,NA,NA,NA,NA,NA,4577,963,5540,2082,NA,62,2144,147,NA,NA,33,NA,NA,NA
America,Colombia,2013,48.3,329,329,0,323,323,0,587,105,692,178,0,13,191,82,8,0,8,4,3,2
America,Costa Rica,2013,4.9,22,22,0,22,22,0,NA,116,116,NA,NA,NA,9,1,NA,NA,NA,NA,NA,NA
Europe,Montenegro,2013,0.6,1,1,0,1,1,0,1,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Denmark,2013,5.6,58,58,0,NA,NA,NA,108,107,215,42,0,0,42,17,31,0,31,0,0,0
America,Dominican Republic,2013,10.4,17,17,0,16,16,0,23,27,50,4,0,0,4,1,0,0,0,0,0,0
America,Ecuador,2013,15.7,63,63,0,58,58,0,93,22,115,23,0,2,25,0,0,0,0,1,0,0
Europe,Spain,2013,46.9,1655,1496,159,1455,1336,119,2170,382,2552,1062,8,23,1093,249,285,0,285,92,67,8
Europe,Finland,2013,5.4,96,96,0,NA,NA,NA,176,13,189,49,0,0,49,21,15,0,15,10,10,0
Western Pacific,Fiji,2013,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Europe,Georgia,2013,4.3,0,0,0,0,0,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0
Europe,Greece,2013,11.1,62,62,0,58,58,0,107,44,151,31,0,0,31,9,0,0,0,0,0,0
America,Guatemala,2013,15.5,6,6,0,NA,NA,NA,12,78,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Honduras,2013,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Croatia,2013,4.3,144,144,0,NA,NA,NA,205,3,208,114,0,1,115,33,0,0,0,7,6,0
South-East Asia,Indonesia,2013,249.9,0,0,0,NA,NA,NA,0,494,494,0,NA,2,2,0,NA,NA,NA,NA,0,0
Europe,Ireland,2013,4.6,86,80,6,82,76,6,147,38,185,55,0,0,55,11,32,0,32,11,11,0
Eastern Mediterranean,Iran (Islamic Republic of),2013,77.4,670,670,0,670,670,0,1169,1501,2670,553,0,39,592,91,14,0,14,24,13,12
Europe,Iceland,2013,0.3,4,4,0,NA,NA,NA,0,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Italy,2013,61,1323,1320,3,1102,1102,0,1498,217,1715,992,0,21,1013,219,141,0,141,59,43,0
Eastern Mediterranean,Jordan,2013,7.3,0,0,0,NA,NA,NA,0,190,190,0,NA,20,20,0,NA,NA,0,NA,0,NA
Africa,Kenya,2013,44.4,0,0,0,0,0,0,0,42,42,NA,0,0,0,0,0,0,0,0,0,0
Western Pacific,Republic of Korea,2013,49.3,416,415,1,416,415,1,750,1010,1760,367,0,819,1186,127,46,0,46,57,22,1
Eastern Mediterranean,Kuwait,2013,3.4,11,11,0,10,10,0,16,50,66,0,0,0,0,0,0,0,0,3,3,0
Europe,Kazakhstan,2013,16.4,4,4,0,4,4,0,6,136,142,3,0,17,20,2,0,0,0,0,0,0
Western Pacific,Lao People's Democratic Republic,2013,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Lebanon,2013,4.8,7,7,0,7,7,0,10,109,119,4,NA,0,4,2,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Libyan Arab Jamahiriya,2013,6.2,0,0,0,0,0,0,0,378,378,0,0,21,21,0,0,0,0,0,0,0
Europe,Republic of Moldova,2013,3.5,0,0,0,0,0,0,0,6,6,0,0,3,3,0,0,0,0,0,0,0
Africa,Mali,2013,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South-East Asia,Maldives,2013,0.3,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
Africa,Nigeria,2013,173.6,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0
America,Nicaragua,2013,6.1,0,NA,0,0,0,0,0,11,11,0,0,0,0,0,NA,0,0,0,0,0
Europe,Netherlands,2013,16.8,267,107,160,255,105,150,434,520,954,138,0,2,140,37,88,0,88,29,18,NA
Europe,Norway,2013,5,111,111,0,NA,NA,NA,201,68,269,110,0,0,110,37,33,0,33,39,19,0
Western Pacific,New Zealand,2013,4.5,36,34,2,36,34,2,56,58,114,31,0,3,34,9,18,0,18,0,0,0
Western Pacific,Philippines,2013,98.4,36,36,0,36,36,0,59,283,342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Poland,2013,38.2,593,593,0,574,574,0,1105,57,1162,318,0,18,336,87,17,0,17,35,29,0
Europe,Portugal,2013,10.6,295,295,0,289,289,0,399,51,450,238,10,3,241,55,16,0,16,25,21,0
America,Paraguay,2013,6.8,13,13,0,13,13,0,22,4,26,0,0,0,0,0,0,0,0,0,0,0
Europe,Romania,2013,21.7,132,132,0,132,132,0,240,54,294,108,0,14,122,1,0,0,0,0,0,0
Europe,Serbia,2013,9.5,41,41,0,41,41,0,74,30,104,17,0,0,17,4,0,0,0,0,0,0
Eastern Mediterranean,Saudi Arabia,2013,28.8,67,67,0,63,63,0,96,462,558,49,0,109,158,21,17,0,17,6,3,0
Eastern Mediterranean,Sudan,2013,38,0,0,0,0,0,0,0,186,186,0,0,0,0,0,0,0,0,0,0,0
Western Pacific,Singapore,2013,5.4,24,24,0,24,24,0,34,34,68,19,NA,12,31,4,0,NA,0,0,0,NA
Europe,Slovenia,2013,2.1,48,48,0,45,45,0,60,0,60,21,0,0,21,30,0,0,0,4,4,0
Europe,Slovakia,2013,5.5,60,60,0,57,57,0,109,10,119,22,0,0,22,14,0,0,0,0,0,0
Africa,Senegal,2013,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
America,El Salvador,2013,6.3,0,0,0,NA,NA,NA,0,44,44,0,0,0,0,0,0,0,0,0,0,0
Europe,Turkey,2013,74.9,381,381,0,379,379,0,585,2359,2944,289,0,959,1248,63,32,0,32,4,2,2
America,United States of America,2013,320.1,8269,7062,1207,7795,6750,1045,11924,5733,17657,6203,8,244,6455,2554,1945,1,1946,1018,726,109
America,Uruguay,2013,3.4,58,58,0,56,56,0,104,11,115,23,0,2,25,5,0,0,0,4,4,0
Europe,Uzbekistan,2013,28.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Africa,South Africa,2013,52.8,70,65,5,70,65,5,140,101,241,50,NA,9,59,25,7,0,7,9,6,0
Europe,Albania,2014,3.2,0,0,0,NA,NA,NA,0,9,9,0,NA,3,3,NA,NA,NA,NA,NA,NA,NA
Europe,Armenia,2014,3,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0
America,Argentina,2014,41.8,555,555,0,507,507,0,897,380,1277,327,0,34,361,101,42,0,42,69,63,2
Europe,Austria,2014,8.5,212,206,6,207,201,6,375,71,446,136,0,6,142,68,134,0,134,21,19,0
Western Pacific,Australia,2014,23.6,378,271,107,361,266,95,637,267,904,234,NA,1,235,83,166,0,166,45,43,1
Europe,Azerbaijan,2014,9.5,0,0,0,0,0,0,0,95,95,0,0,16,16,0,0,0,0,0,0,0
Europe,Bosnia and Herzegovina,2014,3.8,4,4,0,4,4,0,7,14,21,2,0,0,2,0,0,0,0,0,0,0
Europe,Belgium,2014,11.1,299,216,83,282,NA,NA,414,67,481,219,2,40,261,82,103,0,103,11,7,4
Europe,Bulgaria,2014,7.2,38,38,0,22,22,0,44,12,56,18,0,1,19,4,0,0,0,0,0,0
Western Pacific,Brunei Darussalam,2014,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Brazil,2014,202,2710,2710,0,2465,2465,0,4453,1054,5507,1615,0,154,1769,309,67,0,67,140,98,4
South-East Asia,Bhutan,2014,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
Europe,Belarus,2014,9.3,165,165,0,160,160,0,263,23,286,63,0,5,68,45,1,0,1,2,2,0
America,Canada,2014,35.5,591,NA,NA,591,NA,125,884,452,1336,448,0,89,537,157,220,0,220,77,53,NA
Europe,Switzerland,2014,8.2,117,99,18,113,95,18,181,120,301,107,1,3,111,36,56,0,56,11,8,0
Western Pacific,China,2014,1393.8,NA,NA,NA,NA,NA,NA,4577,963,5540,2082,0,62,2144,147,NA,NA,33,NA,NA,NA
America,Colombia,2014,48.9,346,346,0,336,336,0,643,118,761,201,0,21,222,82,10,0,10,3,3,5
